"nm_code","ncomb","cuci_code","cuci","sector"
"06029046","------- Con raíces desnudas","29269","OTRAS PLANTAS (INCLUSO SUS RAICES), ESTACAS Y ESQUEJES, VIVOS; ESPORAS DE HONGOS","Materias primas"
"06029047","-------- Coníferas y plantas de hoja perenne","29269","OTRAS PLANTAS (INCLUSO SUS RAICES), ESTACAS Y ESQUEJES, VIVOS; ESPORAS DE HONGOS","Materias primas"
"06029048","-------- Los demás","29269","OTRAS PLANTAS (INCLUSO SUS RAICES), ESTACAS Y ESQUEJES, VIVOS; ESPORAS DE HONGOS","Materias primas"
"06029050","---- Las demás plantas de exterior","29269","OTRAS PLANTAS (INCLUSO SUS RAICES), ESTACAS Y ESQUEJES, VIVOS; ESPORAS DE HONGOS","Materias primas"
"06029070","---- Esquejes enraizados y plantas jóvenes (excepto las cactáceas)","29269","OTRAS PLANTAS (INCLUSO SUS RAICES), ESTACAS Y ESQUEJES, VIVOS; ESPORAS DE HONGOS","Materias primas"
"06029091","----- Plantas de flores, en capullo o en flor (excepto las cactáceas)","29269","OTRAS PLANTAS (INCLUSO SUS RAICES), ESTACAS Y ESQUEJES, VIVOS; ESPORAS DE HONGOS","Materias primas"
"06029099","----- Las demás","29269","OTRAS PLANTAS (INCLUSO SUS RAICES), ESTACAS Y ESQUEJES, VIVOS; ESPORAS DE HONGOS","Materias primas"
"06031100","-- Rosas","29271","FLORES Y CAPULLOS CORTADOS DEL TIPO ADECUADO PARA RAMILLETES O ADORNOS","Materias primas"
"06031200","-- Claveles","29271","FLORES Y CAPULLOS CORTADOS DEL TIPO ADECUADO PARA RAMILLETES O ADORNOS","Materias primas"
"06031300","-- Orquídeas","29271","FLORES Y CAPULLOS CORTADOS DEL TIPO ADECUADO PARA RAMILLETES O ADORNOS","Materias primas"
"06031400","-- Crisantemos","29271","FLORES Y CAPULLOS CORTADOS DEL TIPO ADECUADO PARA RAMILLETES O ADORNOS","Materias primas"
"06031500","-- Azucenas (Lilium spp.)","29271","FLORES Y CAPULLOS CORTADOS DEL TIPO ADECUADO PARA RAMILLETES O ADORNOS","Materias primas"
"06031900","-- Los demás",,,
"06031910","--- Gladiolos","29271","FLORES Y CAPULLOS CORTADOS DEL TIPO ADECUADO PARA RAMILLETES O ADORNOS","Materias primas"
"06031920","--- Ranúnculos","29271","FLORES Y CAPULLOS CORTADOS DEL TIPO ADECUADO PARA RAMILLETES O ADORNOS","Materias primas"
"06031970","--- Los demás","29271","FLORES Y CAPULLOS CORTADOS DEL TIPO ADECUADO PARA RAMILLETES O ADORNOS","Materias primas"
"06039000","- Los demás","29271","FLORES Y CAPULLOS CORTADOS DEL TIPO ADECUADO PARA RAMILLETES O ADORNOS","Materias primas"
"06042000","- Frescos",,,
"06042011","--- Liquen de los renos","29272","FOLLAJE,RAMAS,PARTES DE PLANTAS,SIN FLORES NI CAPULLOS,GRAMINEAS,ETC.PARA RAMOS","Materias primas"
"06042019","--- Los demás","29272","FOLLAJE,RAMAS,PARTES DE PLANTAS,SIN FLORES NI CAPULLOS,GRAMINEAS,ETC.PARA RAMOS","Materias primas"
"06042020","-- Árboles de Navidad","29272","FOLLAJE,RAMAS,PARTES DE PLANTAS,SIN FLORES NI CAPULLOS,GRAMINEAS,ETC.PARA RAMOS","Materias primas"
"06042040","-- Ramas de coníferas","29272","FOLLAJE,RAMAS,PARTES DE PLANTAS,SIN FLORES NI CAPULLOS,GRAMINEAS,ETC.PARA RAMOS","Materias primas"
"06042090","-- Los demás","29272","FOLLAJE,RAMAS,PARTES DE PLANTAS,SIN FLORES NI CAPULLOS,GRAMINEAS,ETC.PARA RAMOS","Materias primas"
"06049000","- Los demás",,,
"06049011","--- Liquen de los renos","29272","FOLLAJE,RAMAS,PARTES DE PLANTAS,SIN FLORES NI CAPULLOS,GRAMINEAS,ETC.PARA RAMOS","Materias primas"
"06049019","--- Los demás","29272","FOLLAJE,RAMAS,PARTES DE PLANTAS,SIN FLORES NI CAPULLOS,GRAMINEAS,ETC.PARA RAMOS","Materias primas"
"06049091","--- Simplemente secos","29272","FOLLAJE,RAMAS,PARTES DE PLANTAS,SIN FLORES NI CAPULLOS,GRAMINEAS,ETC.PARA RAMOS","Materias primas"
"06049099","--- Los demás","29272","FOLLAJE,RAMAS,PARTES DE PLANTAS,SIN FLORES NI CAPULLOS,GRAMINEAS,ETC.PARA RAMOS","Materias primas"
"07011000","- Para siembra","05410","PATATAS, FRESCAS O REFRIGERADAS (NO INCLUIDAS LAS BATATAS)","Alimentación, bebidas y tabaco"
"07019000","- Las demás",,,
"07019010","-- Que se destinen a la fabricación de fécula","05410","PATATAS, FRESCAS O REFRIGERADAS (NO INCLUIDAS LAS BATATAS)","Alimentación, bebidas y tabaco"
"07019050","--- Tempranas, del 1 de enero al 30 de junio","05410","PATATAS, FRESCAS O REFRIGERADAS (NO INCLUIDAS LAS BATATAS)","Alimentación, bebidas y tabaco"
"07019090","--- Las demás","05410","PATATAS, FRESCAS O REFRIGERADAS (NO INCLUIDAS LAS BATATAS)","Alimentación, bebidas y tabaco"
"07020000","Tomates frescos o refrigerados","05440","TOMATES, FRESCOS O REFRIGERADOS","Alimentación, bebidas y tabaco"
"07031000","- Cebollas y chalotes",,,
"07031011","--- Para simiente","05451","CEBOLLAS Y CHALOTES, FRESCOS O REFRIGERADOS","Alimentación, bebidas y tabaco"
"07031019","--- Las demás","05451","CEBOLLAS Y CHALOTES, FRESCOS O REFRIGERADOS","Alimentación, bebidas y tabaco"
"07031090","-- Chalotes","05451","CEBOLLAS Y CHALOTES, FRESCOS O REFRIGERADOS","Alimentación, bebidas y tabaco"
"07032000","- Ajos","05452","AJOS, PUERROS Y OTRAS LEGUMBRES ALIACEAS, FRESCOS O REFRIGERADOS","Alimentación, bebidas y tabaco"
"07039000","- Puerros y demás hortalizas aliáceas","05452","AJOS, PUERROS Y OTRAS LEGUMBRES ALIACEAS, FRESCOS O REFRIGERADOS","Alimentación, bebidas y tabaco"
"07041000","- Coliflores y brócolis",,,
"07041010","-- Coliflores y brócolis «broccoli»","05453","COL Y ESPECIES COMESTIBLES ANALOGAS DEL GENERO BRASICA, FRESCAS O REFRIGERADAS","Alimentación, bebidas y tabaco"
"07041090","-- Los demás","05453","COL Y ESPECIES COMESTIBLES ANALOGAS DEL GENERO BRASICA, FRESCAS O REFRIGERADAS","Alimentación, bebidas y tabaco"
"07042000","- Coles (repollitos) de Bruselas","05453","COL Y ESPECIES COMESTIBLES ANALOGAS DEL GENERO BRASICA, FRESCAS O REFRIGERADAS","Alimentación, bebidas y tabaco"
"07049000","- Los demás",,,
"07049010","-- Coles blancas y rojas (lombardas)","05453","COL Y ESPECIES COMESTIBLES ANALOGAS DEL GENERO BRASICA, FRESCAS O REFRIGERADAS","Alimentación, bebidas y tabaco"
"07049090","-- Los demás","05453","COL Y ESPECIES COMESTIBLES ANALOGAS DEL GENERO BRASICA, FRESCAS O REFRIGERADAS","Alimentación, bebidas y tabaco"
"07051100","-- Repolladas","05454","LECHUGA Y ACHICORIA (INCLUSO ESCAROLA), FRESCAS O REFRIGERADAS","Alimentación, bebidas y tabaco"
"07051900","-- Las demás","05454","LECHUGA Y ACHICORIA (INCLUSO ESCAROLA), FRESCAS O REFRIGERADAS","Alimentación, bebidas y tabaco"
"07052100","-- Endibia witloof (Cichorium intybus var. foliosum)","05454","LECHUGA Y ACHICORIA (INCLUSO ESCAROLA), FRESCAS O REFRIGERADAS","Alimentación, bebidas y tabaco"
"07052900","-- Las demás","05454","LECHUGA Y ACHICORIA (INCLUSO ESCAROLA), FRESCAS O REFRIGERADAS","Alimentación, bebidas y tabaco"
"07061000","- Zanahorias y nabos","05455","ZANAHORIAS,NABOS,RABANOS Y RAICES COMESTIBLES ANALOGAS,FRESCAS O REFRIGERADAS","Alimentación, bebidas y tabaco"
"07069000","- Los demás",,,
"07069010","-- Apionabos","05455","ZANAHORIAS,NABOS,RABANOS Y RAICES COMESTIBLES ANALOGAS,FRESCAS O REFRIGERADAS","Alimentación, bebidas y tabaco"
"07069030","-- Rábanos rusticanos (Cochlearia armoracia)","05455","ZANAHORIAS,NABOS,RABANOS Y RAICES COMESTIBLES ANALOGAS,FRESCAS O REFRIGERADAS","Alimentación, bebidas y tabaco"
"07069090","-- Los demás","05455","ZANAHORIAS,NABOS,RABANOS Y RAICES COMESTIBLES ANALOGAS,FRESCAS O REFRIGERADAS","Alimentación, bebidas y tabaco"
"07070000","Pepinos y pepinillos, frescos o refrigerados",,,
"07070005","- Pepinos","05456","PEPINOS Y PEPINILLOS, FRESCOS O REFRIGERADOS","Alimentación, bebidas y tabaco"
"07070090","- Pepinillos","05456","PEPINOS Y PEPINILLOS, FRESCOS O REFRIGERADOS","Alimentación, bebidas y tabaco"
"07081000","- Guisantes (arvejas, chícharos) (Pisum sativum)","05457","LEGUMINOSAS, FRESCAS O REFRIGERADAS","Alimentación, bebidas y tabaco"
"07082000","- Judías (porotos, alubias, frijoles, fréjoles) (Vigna spp., Phaseolus spp.)","05457","LEGUMINOSAS, FRESCAS O REFRIGERADAS","Alimentación, bebidas y tabaco"
"07089000","- Las demás","05457","LEGUMINOSAS, FRESCAS O REFRIGERADAS","Alimentación, bebidas y tabaco"
"07092000","- Espárragos","05459","OTRAS LEGUMBRES, FRESCAS O REFRIGERADAS","Alimentación, bebidas y tabaco"
"07093000","- Berenjenas","05459","OTRAS LEGUMBRES, FRESCAS O REFRIGERADAS","Alimentación, bebidas y tabaco"
"07094000","- Apio, excepto el apionabo","05459","OTRAS LEGUMBRES, FRESCAS O REFRIGERADAS","Alimentación, bebidas y tabaco"
"07095100","-- Hongos del género Agaricus","05458","HONGOS Y TRUFAS, FRESCOS O REFRIGERADOS","Alimentación, bebidas y tabaco"
"07095200","-- Hongos del género Boletus","05458","HONGOS Y TRUFAS, FRESCOS O REFRIGERADOS","Alimentación, bebidas y tabaco"
"07095300","-- Hongos del género Cantharellus","05458","HONGOS Y TRUFAS, FRESCOS O REFRIGERADOS","Alimentación, bebidas y tabaco"
"07095400","-- Shiitake (Lentinus edodes)","05458","HONGOS Y TRUFAS, FRESCOS O REFRIGERADOS","Alimentación, bebidas y tabaco"
"07095500","-- Matsutake (Tricholoma matsutake, Tricholoma magnivelare, Tricholoma anatolicum, Tricholoma dulciolens, Tricholoma caligatum)","05458","HONGOS Y TRUFAS, FRESCOS O REFRIGERADOS","Alimentación, bebidas y tabaco"
"07095600","-- Trufas (Tuber spp.)","05458","HONGOS Y TRUFAS, FRESCOS O REFRIGERADOS","Alimentación, bebidas y tabaco"
"07095900","-- Los demás","05458","HONGOS Y TRUFAS, FRESCOS O REFRIGERADOS","Alimentación, bebidas y tabaco"
"07096000","- Frutos de los géneros Capsicum o Pimenta",,,
"07096010","-- Pimientos dulces","05459","OTRAS LEGUMBRES, FRESCAS O REFRIGERADAS","Alimentación, bebidas y tabaco"
"07096091","--- Del género Capsicum que se destinen a la fabricación de capsicina o de colorantes de oleorresinas de Capsicum","05459","OTRAS LEGUMBRES, FRESCAS O REFRIGERADAS","Alimentación, bebidas y tabaco"
"07096095","--- Que se destinen a la fabricación industrial de aceites esenciales o de resinoides","05459","OTRAS LEGUMBRES, FRESCAS O REFRIGERADAS","Alimentación, bebidas y tabaco"
"07096099","--- Los demás","05459","OTRAS LEGUMBRES, FRESCAS O REFRIGERADAS","Alimentación, bebidas y tabaco"
"07097000","- Espinacas (incluida la de Nueva Zelanda) y armuelles","05459","OTRAS LEGUMBRES, FRESCAS O REFRIGERADAS","Alimentación, bebidas y tabaco"
"07099100","-- Alcachofas (alcauciles)","05459","OTRAS LEGUMBRES, FRESCAS O REFRIGERADAS","Alimentación, bebidas y tabaco"
"07099200","-- Aceitunas",,,
"07099210","--- Que no se destinen a la producción de aceite","05459","OTRAS LEGUMBRES, FRESCAS O REFRIGERADAS","Alimentación, bebidas y tabaco"
"07099290","--- Las demás","05459","OTRAS LEGUMBRES, FRESCAS O REFRIGERADAS","Alimentación, bebidas y tabaco"
"07099300","-- Calabazas (zapallos) y calabacines (Cucurbita spp.)",,,
"07099310","--- Calabacines (zapallitos)","05459","OTRAS LEGUMBRES, FRESCAS O REFRIGERADAS","Alimentación, bebidas y tabaco"
"07099390","--- Las demás","05459","OTRAS LEGUMBRES, FRESCAS O REFRIGERADAS","Alimentación, bebidas y tabaco"
"07099900","-- Las demás",,,
"07099910","--- Ensaladas [excepto las lechugas (Lactuca sativa)] y achicorias [comprendidas la escarola y la endivia (Cichorium spp.)]","05459","OTRAS LEGUMBRES, FRESCAS O REFRIGERADAS","Alimentación, bebidas y tabaco"
"07099920","--- Acelgas y cardos","05459","OTRAS LEGUMBRES, FRESCAS O REFRIGERADAS","Alimentación, bebidas y tabaco"
"07099940","--- Alcaparras","05459","OTRAS LEGUMBRES, FRESCAS O REFRIGERADAS","Alimentación, bebidas y tabaco"
"07099950","--- Hinojo","05459","OTRAS LEGUMBRES, FRESCAS O REFRIGERADAS","Alimentación, bebidas y tabaco"
"07099960","--- Maíz dulce","05459","OTRAS LEGUMBRES, FRESCAS O REFRIGERADAS","Alimentación, bebidas y tabaco"
"07099990","--- Las demás","05459","OTRAS LEGUMBRES, FRESCAS O REFRIGERADAS","Alimentación, bebidas y tabaco"
"07101000","- Patatas (papas)","05469","OTRAS LEGUMBRES Y MEZCLAS DE LEGUMBRES (SIN COCER O COCIDAS), CONGELADAS","Alimentación, bebidas y tabaco"
"07102100","-- Guisantes (arvejas, chícharos) (Pisum sativum)","05469","OTRAS LEGUMBRES Y MEZCLAS DE LEGUMBRES (SIN COCER O COCIDAS), CONGELADAS","Alimentación, bebidas y tabaco"
"07102200","-- Judías (porotos, alubias, frijoles, fréjoles) (Vigna spp., Phaseolus spp.)","05469","OTRAS LEGUMBRES Y MEZCLAS DE LEGUMBRES (SIN COCER O COCIDAS), CONGELADAS","Alimentación, bebidas y tabaco"
"07102900","-- Las demás","05469","OTRAS LEGUMBRES Y MEZCLAS DE LEGUMBRES (SIN COCER O COCIDAS), CONGELADAS","Alimentación, bebidas y tabaco"
"07103000","- Espinacas (incluida la de Nueva Zelanda) y armuelles","05469","OTRAS LEGUMBRES Y MEZCLAS DE LEGUMBRES (SIN COCER O COCIDAS), CONGELADAS","Alimentación, bebidas y tabaco"
"07104000","- Maíz dulce","05461","MAIZ DULCE, (SIN COCER O COCIDO AL VAPOR O EN AGUA), CONGELADO","Alimentación, bebidas y tabaco"
"07108000","- Las demás hortalizas",,,
"07108010","-- Aceitunas","05469","OTRAS LEGUMBRES Y MEZCLAS DE LEGUMBRES (SIN COCER O COCIDAS), CONGELADAS","Alimentación, bebidas y tabaco"
"07108051","--- Pimientos dulces","05469","OTRAS LEGUMBRES Y MEZCLAS DE LEGUMBRES (SIN COCER O COCIDAS), CONGELADAS","Alimentación, bebidas y tabaco"
"07108059","--- Los demás","05469","OTRAS LEGUMBRES Y MEZCLAS DE LEGUMBRES (SIN COCER O COCIDAS), CONGELADAS","Alimentación, bebidas y tabaco"
"07108061","--- Del género Agaricus","05469","OTRAS LEGUMBRES Y MEZCLAS DE LEGUMBRES (SIN COCER O COCIDAS), CONGELADAS","Alimentación, bebidas y tabaco"
"07108069","--- Las demás","05469","OTRAS LEGUMBRES Y MEZCLAS DE LEGUMBRES (SIN COCER O COCIDAS), CONGELADAS","Alimentación, bebidas y tabaco"
"07108070","-- Tomates","05469","OTRAS LEGUMBRES Y MEZCLAS DE LEGUMBRES (SIN COCER O COCIDAS), CONGELADAS","Alimentación, bebidas y tabaco"
"07108080","-- Alcachofas (alcauciles)","05469","OTRAS LEGUMBRES Y MEZCLAS DE LEGUMBRES (SIN COCER O COCIDAS), CONGELADAS","Alimentación, bebidas y tabaco"
"07108085","-- Espárragos","05469","OTRAS LEGUMBRES Y MEZCLAS DE LEGUMBRES (SIN COCER O COCIDAS), CONGELADAS","Alimentación, bebidas y tabaco"
"07108095","-- Las demás","05469","OTRAS LEGUMBRES Y MEZCLAS DE LEGUMBRES (SIN COCER O COCIDAS), CONGELADAS","Alimentación, bebidas y tabaco"
"07109000","- Mezclas de hortalizas","05469","OTRAS LEGUMBRES Y MEZCLAS DE LEGUMBRES (SIN COCER O COCIDAS), CONGELADAS","Alimentación, bebidas y tabaco"
"07112000","- Aceitunas",,,
"07112010","-- Que no se destinen a la producción de aceite","05470","LEGUMBRES CONSERVADAS TEMPORALMENTE,PERO NO DE CONSUMO INMEDIATO EN ESE ESTADO","Alimentación, bebidas y tabaco"
"07112090","-- Las demás","05470","LEGUMBRES CONSERVADAS TEMPORALMENTE,PERO NO DE CONSUMO INMEDIATO EN ESE ESTADO","Alimentación, bebidas y tabaco"
"07114000","- Pepinos y pepinillos","05470","LEGUMBRES CONSERVADAS TEMPORALMENTE,PERO NO DE CONSUMO INMEDIATO EN ESE ESTADO","Alimentación, bebidas y tabaco"
"07115100","-- Hongos del género Agaricus","05470","LEGUMBRES CONSERVADAS TEMPORALMENTE,PERO NO DE CONSUMO INMEDIATO EN ESE ESTADO","Alimentación, bebidas y tabaco"
"07115900","-- Los demás","05470","LEGUMBRES CONSERVADAS TEMPORALMENTE,PERO NO DE CONSUMO INMEDIATO EN ESE ESTADO","Alimentación, bebidas y tabaco"
"07119000","- Las demás hortalizas; mezclas de hortalizas",,,
"07119010","--- Frutos de los géneros Capsicum o Pimenta (excepto los pimientos dulces)","05470","LEGUMBRES CONSERVADAS TEMPORALMENTE,PERO NO DE CONSUMO INMEDIATO EN ESE ESTADO","Alimentación, bebidas y tabaco"
"07119030","--- Maíz dulce","05470","LEGUMBRES CONSERVADAS TEMPORALMENTE,PERO NO DE CONSUMO INMEDIATO EN ESE ESTADO","Alimentación, bebidas y tabaco"
"07119050","--- Cebollas","05470","LEGUMBRES CONSERVADAS TEMPORALMENTE,PERO NO DE CONSUMO INMEDIATO EN ESE ESTADO","Alimentación, bebidas y tabaco"
"07119070","--- Alcaparras","05470","LEGUMBRES CONSERVADAS TEMPORALMENTE,PERO NO DE CONSUMO INMEDIATO EN ESE ESTADO","Alimentación, bebidas y tabaco"
"07119080","--- Las demás","05470","LEGUMBRES CONSERVADAS TEMPORALMENTE,PERO NO DE CONSUMO INMEDIATO EN ESE ESTADO","Alimentación, bebidas y tabaco"
"07119090","-- Mezclas de hortalizas","05470","LEGUMBRES CONSERVADAS TEMPORALMENTE,PERO NO DE CONSUMO INMEDIATO EN ESE ESTADO","Alimentación, bebidas y tabaco"
"07122000","- Cebollas","05612","CEBOLLAS, ESTEN O NO CORTADAS O EN RODAJAS, PERO SI OTRA ELABORACION","Alimentación, bebidas y tabaco"
"07123100","-- Hongos del género Agaricus","05613","HONGOS Y TRUFAS, ESTEN O NO CORTADOS O EN RODAJAS, PERO SIN OTRA ELABORACION","Alimentación, bebidas y tabaco"
"07123200","-- Orejas de Judas (Auricularia spp.)","05613","HONGOS Y TRUFAS, ESTEN O NO CORTADOS O EN RODAJAS, PERO SIN OTRA ELABORACION","Alimentación, bebidas y tabaco"
"07123300","-- Hongos gelatinosos (Tremella spp.)","05613","HONGOS Y TRUFAS, ESTEN O NO CORTADOS O EN RODAJAS, PERO SIN OTRA ELABORACION","Alimentación, bebidas y tabaco"
"07123400","-- Shiitake (Lentinus edodes)","05613","HONGOS Y TRUFAS, ESTEN O NO CORTADOS O EN RODAJAS, PERO SIN OTRA ELABORACION","Alimentación, bebidas y tabaco"
"07123900","-- Los demás","05613","HONGOS Y TRUFAS, ESTEN O NO CORTADOS O EN RODAJAS, PERO SIN OTRA ELABORACION","Alimentación, bebidas y tabaco"
"07129000","- Las demás hortalizas; mezclas de hortalizas",,,
"07129005","-- Patatas (papas), incluso en trozos o en rodajas, pero sin otra preparación","05619","OTRAS LEGUMBRES; MEZCLAS DE LEGUMBRES, CORTADAS O NO, PERO SIN OTRA ELABORACION","Alimentación, bebidas y tabaco"
"07129011","--- Híbrido, para siembra","05619","OTRAS LEGUMBRES; MEZCLAS DE LEGUMBRES, CORTADAS O NO, PERO SIN OTRA ELABORACION","Alimentación, bebidas y tabaco"
"07129019","--- Los demás","05619","OTRAS LEGUMBRES; MEZCLAS DE LEGUMBRES, CORTADAS O NO, PERO SIN OTRA ELABORACION","Alimentación, bebidas y tabaco"
"07129030","-- Tomates","05619","OTRAS LEGUMBRES; MEZCLAS DE LEGUMBRES, CORTADAS O NO, PERO SIN OTRA ELABORACION","Alimentación, bebidas y tabaco"
"07129050","-- Zanahorias","05619","OTRAS LEGUMBRES; MEZCLAS DE LEGUMBRES, CORTADAS O NO, PERO SIN OTRA ELABORACION","Alimentación, bebidas y tabaco"
"07129090","-- Las demás","05619","OTRAS LEGUMBRES; MEZCLAS DE LEGUMBRES, CORTADAS O NO, PERO SIN OTRA ELABORACION","Alimentación, bebidas y tabaco"
"07131000","- Guisantes (arvejas, chícharos) (Pisum sativum)",,,
"07131010","-- Para siembra","05421","GUISANTES SECOS Y PELADOS, ESTEN O NO DESCASCARADOS O PARTIDOS","Alimentación, bebidas y tabaco"
"07131090","-- Los demás","05421","GUISANTES SECOS Y PELADOS, ESTEN O NO DESCASCARADOS O PARTIDOS","Alimentación, bebidas y tabaco"
"07132000","- Garbanzos","05422","GARBANZOS SECOS Y PELADOS, ESTEN O NO DESCASCARADOS O PARTIDOS","Alimentación, bebidas y tabaco"
"07133100","-- Judías (porotos, alubias, frijoles, fréjoles) de las especies Vigna mungo (L) Hepper o Vigna radiata (L) Wilczek","05423","FRIJOLES,SECOS Y PELADOS,ESTEN O NO PARTIDOS,EXC.HABAS COMUNES O CABALLARES","Alimentación, bebidas y tabaco"
"07133200","-- Judías (porotos, alubias, frijoles, fréjoles) Adzuki (Phaseolus o Vigna angularis)","05423","FRIJOLES,SECOS Y PELADOS,ESTEN O NO PARTIDOS,EXC.HABAS COMUNES O CABALLARES","Alimentación, bebidas y tabaco"
"07133300","-- Judías (porotos, alubias, frijoles, fréjoles) comunes (Phaseolus vulgaris)",,,
"07133310","--- Para siembra","05423","FRIJOLES,SECOS Y PELADOS,ESTEN O NO PARTIDOS,EXC.HABAS COMUNES O CABALLARES","Alimentación, bebidas y tabaco"
"07133390","--- Las demás","05423","FRIJOLES,SECOS Y PELADOS,ESTEN O NO PARTIDOS,EXC.HABAS COMUNES O CABALLARES","Alimentación, bebidas y tabaco"
"07133400","-- Judías (porotos, alubias, frijoles, fréjoles) bambara (Vigna subterranea o Voandzeia subterranea)","05423","FRIJOLES,SECOS Y PELADOS,ESTEN O NO PARTIDOS,EXC.HABAS COMUNES O CABALLARES","Alimentación, bebidas y tabaco"
"07133500","-- Judías (porotos, alubias, frijoles, fréjoles) salvajes o caupí (Vigna unguiculata)","05423","FRIJOLES,SECOS Y PELADOS,ESTEN O NO PARTIDOS,EXC.HABAS COMUNES O CABALLARES","Alimentación, bebidas y tabaco"
"07133900","-- Las demás","05423","FRIJOLES,SECOS Y PELADOS,ESTEN O NO PARTIDOS,EXC.HABAS COMUNES O CABALLARES","Alimentación, bebidas y tabaco"
"07134000","- Lentejas","05424","LENTEJAS SECAS Y PELADAS, ESTEN O NO DESCASCARADAS O PARTIDAS","Alimentación, bebidas y tabaco"
